class,tweet
0, / the issue start on your system. Was there any recent software/hardware changes made to your system. Please share
2,"Cleared: Object on roadway in Miami-Dade on Express north before NE St/Ives Dairy Rd, all lanes blocked. Last updated at ::54AM."
2,Incident cleared: St-Laurent - Smyth to Bourassa
0,That's the only way to be to the kid! Special talent/guy! Nothing but respect and what a ride it was our years to… 
2,CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway southbound between Exit - highway/highway and Exit - Keyser Ave affecting the ri
0,Get your tank top now on !! Only hours left !! #AintYourMama
1,Roadwork on highway eastbound between Exit - highway/highway West and Exit - 30th St/Market St. There is a lane restriction.
1, mown BLOCKING thrum lane of highway East at Frantz Rd. #traffic
0,Alice Waters has an unbending fidelity to locally grown food. So why does she inspire such animosity? 
0,Less than ⃣ hour until vs. No need to rush. We'd rather you watch the game at home than a… 
0,Have an end of summer vacation planned? Try these apps for the best trip yet! 
2,Lincoln: Turner Turnpike eastbound mile marker . Roadway is clear.  BAF 
2,Cleared: Incident on #MLine Queens bound at -50th Street-Rockefeller Center Station
1,"Disabled vehicle, right lane blocked in #Clay on highway NB at highway #KCtraffic "
0,"#Exporters report sales of , MT of #soybeans to unknown destinations during the / marketing year. "
1,On SR southbound at S 277th St there is a disabled vehicle partially blocking the HOV lane.
1,Updated: Incident on #BLine SB at Prospect Park Station 
2,Traffic for the gas station @ Wixom Rd &amp; West Rd was backed up to highway and onto the exit ramp. We had officers keeping the peace in the area
1,"Vehicle Accident on Northbound highway NB at Mile Marker ..

 of northbound lanes are closed.

Comments:
LANES CLOSED USE DETOUR A."
1,Incident on #7Line Queens bound at Junction Boulevard Station 
2,UPDATE: highway S near South Gate still jammed. Will add 23m to your drive #LAtraffic 
2,CLEARED: Roadwork on highway eastbound between Intersection of BENHAMIN FRANKLIN HWY / BENJAMIN FRANKLIN HWY in UNION [2TWP] and Exit: highway B
1,Incident on #2Line at 149th Street-Grand Concourse Station 
1,TRAFFIC ALERT: EPPD blocking off lanes on highway East and Artcraft due to crash. Drive with caution. Seek alternative… 
0, Hi Sindhuja! You can learn how to report a post on Facebook in our Help Center: Thanks! -CB
1,Updated: Construction on #7Line Manhattan bound from Mets-Willets Point Station to Queensboro Plaza Station 
0,The government has manipulated our weather for decades…  #weathercontrol
2,COMPLETE highway MM . EB near highway / mile All lanes slow hours due to heavy traffic
2,New: INCIDENT highway EB AT WINGHAVEN BLVD RIGHT SHOULDER EST. CLEARANCE TIME: : PM
0,' Gave Animals Stranded in #Harvey a Lift to Their New Homes &amp; It’s Too Cute' Lovely stuff:… 
0,Blocked by #Trump supporter after I replied to their tweet (see graphic) that Travel and Secret Service set to cost… 
1,Accident: SB on highway at MM47 in Fairfax Co. travel lanes closed. Potential Delays.:30AM
0,"No matter how light or intense your workout is, moving is better than no moving at all!!!"
0," Hi there, please DM us your email &amp; a pic of the rip. Thank you."
1,Vancouver - northbound Boundary Rd at E 49Th Ave/Imperial St disabled truck
0," Don't ignore that craving, Kaitlyn! Come on over."
2,"Update: The intersection at Pacific Ave. and 108th Street South has reopened after this morning's -car crash.
"
0,"Coach, Tom Mom, League Official: LAST CHANCE to earn $ for your kids w/ is NOW! Watch:… "
1,TRAVEL UD: #M20 London bound exit slip road closed due to overturned vehicle at J4 A228 (Leybourne / Snodland). 
0,Merrill Hoge was beyond inspiring at the National Conference #forwardfocused 
1,highway: Road construction from Exit - Simco Road to Exit - I-84B ( to 10m W of Mountain Home). 
1,Everyone be careful on Ayer road. Undercovers will be posted up the whole time Youngs road is closed. Drive slow :)
2,highway S in Hamilton Co Debris at MM  at : PM / est clear by : PM / (ET
1,Construction on #I78 WB from West of Exit - Garden State Parkway to Exit - NJ /Springfield Ave 
2,"Crash cleared on highway WB @ MP . past SR , 15th St E in Tuscaloosa"
0,"LIVE #AgOutlook: Shagam, ""record red meat and poultry production in projected"""
1,"US26, from Vista Ridge Tunnel to Vista Ridge Tunnel, Delay &lt; 20min, A stall has the WB right ln closed in the Vis... "
2,Cleared: Incident on #5Line from 42nd Street-Grand Central Station to 125th Street Station
0,New standards for heavy-duty trucks will cut . billion metric tons of carbon pollution through . 
0,Nothing would improve the lives of the poorest more than access to energy: 
1,Incident on #GardenStateParkway SB at North of Exit - Stiles St 
0,This World Champion professional bull rider overcame paralysis against all odds. Meet 
1,Update: Accident: EB on highway at MM52 in Fairfax Co. travel lane closed. Potential Delays.:42PM
2,Cleared: Construction on #2Line BothDir/BothDir from 3rd Avenue-149th Street Station to E 180th Street Station
0, Feel free to check out our U-Haul charitable criteria to see if you qualify here: 
0,"By almost every economic measure, our economy is better off than it was eight years ago. "
2,All lanes are open on US 90B West at Loyola Avenue. The congestion from this incident is minimal.
1,"Updated: Crash in Sarasota on BEE RIDGE RD east at highway, right lane blocked. Last updated at ::27AM. "
1,Construction on #US130 Both directions from North of NJ to North of NJ 
1,Updated: Incident on #ALine Both directions at 59th Street-Columbus Circle Station 
1,"Work Zone: Southbound M- at Holland Ave, right lane is closed until 5pm. #MDOT "
1,"Accident, highway West before Ashford Dunwoody Road (Mile Post .), far right lane blocked. #DeKalbCounty #511GA "
0,"If money were no object, what would you do all day? I would read, write and travel."
0,everyone gathered in a circle next to a fountain &amp; said thing we were thankful for with a shaman named Spiritual Cowboy that was so funny
0,"Fun show tonight: Ray Romano, Ruth Negga, plus sings your #SummerSongs tweets &amp; performs! #FallonTonight"
2,highway MM . SB near I-74W / mile All lanes slow &lt;= mins due to an oversize load in transit
2,CLEARED: Turnpike Traffic Alert on Pennsylvania Turnpike highway all directions between Exit - highway/highway and Exit - highway/highway affectin
1,Incident on #ALine NB from Canal Street Station to 42nd Street-Port Authority Bus Station 
1,UPDATE: Multi vehicle crash on highway westbound at PA . There is a shoulder closed.
0," So sorry for this experience! Please DM us your name, email, phone , and location so we can assist you further!"
1,"Special event:  traffic, plan ahead/avoid delay. Check UDOT Traffic app B4 all trips. "
1,"TRAFFIC ALERT: There's a crash in Madison Heights. One lane of Route North is closed. 
"
2,UPDATE: W Slauson Ave near W Slauson Ave still causing an extra 26m delay #LAtraffic 
1,Accident on Garden State Parkway southbound North of Exit - Bay Ave right lane blocked
2,Cleared: Incident on #FLine at Jay Street-Metro Tech Station
0,"Is yelling effective, when a coach is trying to communicate?
→ 

We want to know what you th… "
2,"UPDATE ON TRAFFIC ADVISORY/DETOUR:

The road is now open."
2,CLEARED: Turnpike Roadwork on eastbound between -Neshaminy Falls and -Delaware Valley affecting the left lane
0,The north door of the library is now open! (Union Side) The south doors are now closed. (River… 
2,Cleared: Incident on #PortWashingtonBranch WB from Great Neck Station to New York Penn Station
2,UPDATE: highway S near North Druid Hills still jammed. Will add 21m to your drive #ATLTraffic 
1,"JUST IN: 
eastbound -, near Highway , a vehicle fire reported
 #STL #STLtraffic #Y98"
2,he two right lanes of highway southbound between Exits and in Bartow County will be slightly shifted to the... 
2,Cleared: Incident on #US1 NB at Franklin Corner Rd/Bakers Basin Rd
0,"When launch a new watch, they don't offer a few glasses of lukewarm champagne. They head to LA and party!… "
0,Do alcohol brands use movies to target teens? Brand appearances doubled in recent years. 
2,Cleared: Incident on #CLine at Broadway-East New York Station
1,West Haven - highway CT Tpk NB - Between Saw Mill Rd (#) and Downtown West Haven (#) - Disabled Vehicle - center lane blocked
1,Accident on Garden State Parkway northbound North of Exit - highway/highway/NJ  lane blocked
0,"“I believe in the future of agriculture, with a faith born not of words but of deeds.” E.M. Tiffany "
1,Disabled Vehicle: EB on highway at MM19 in Virginia Beach. No lanes closed. Potential Delays.:08PM
2,Cleared: Motor Vehicle Accident - STAMFORD #RT15 South . miles beyond Exit (RTE ) at // :: PM
2,"Cleared: Crash in Seminole on highway east at Exit SR-, left lane blocked. Last updated at ::17PM."
2,All lanes of highway are open near Rose street again. Thank you for your patience.
0,"In this fascinating book, Nick Lane explores the latest thinking on the origin of life: "
1,"New: Crash in Lee on highway north beyond 1ST Street, all lanes blocked. Last updated at ::43PM. #fl511 "
0,Download the newly updated UK Research Factsheet on the #Brexit Resource Centre 
1,"Jacksonville: Due to roadwork, a single lane is closed on SR- University Blvd between Harris Ave and Arlington..."
1,Roadwork on highway eastbound between Mile Post: . and Exit - PA . There is a lane restriction.
0,Way to stand out from the crowd and Selena Forrest! #TOMMYNOW 
1,Turnpike Roadwork on Pennsylvania Turnpike highway eastbound between Exit - PA /PA and Exit - PA /To highway affecting the shoul
0,News organizations' websites and social media sites are about equally common as pathways to online news… 
2,Leederville - traffic congestion southbound Mitchell Freeway from Vincent Street to Narrows Bridge
2,"Heavy traffic, slow speeds on Hwy and Hwy in Beatrice"
1,Update: Incident on #ELine Queens bound from Forest Hills-71st Avenue Station to Union Turnpike-Kew Gardens Station 
1,WY22: Crash WESTBOUND btwn Jackson &amp; Idaho State Line at milepost .. Be prepared to stop. Expect delays. #wyoroad
0,"#Arizona All #Sheep Value per Head on Jan averaged $, up % from a year earlier.  #AgStats… "
0,"For years, activists have demanded “crash, not accident”; Now it’s time to get serious about “driver, not car.""

"
2,Cleared: Incident on #ALine SB at Grant Avenue Station
2,Crash Investigation Cleared: highway/nb at Cleveland Ave; All Lanes Now Open; delays; 
1,Airport rd closed south and north at Derry rd DUMP truck hit the hydro line  
1,Updated: Incident on #BLine NB from Brighton Beach Station to Prospect Park Station 
1,"Stalled Vehicle
NB highway at MP ( S) Salt Lake Co.
Left Lane Closed
Est. Clearance Time: : PM"
2,"#CPTraffic teacher training today. Exp heavy delays @ Brushy Crk, , E Park &amp; Vista Ridge this morn/afternoon."
0,Confused about deductibles? We can help. Learn more at 
0,Cool stuff! Win NEEKFOX 40W/8A -Port USB Charger with LED Display! Come on!  #giveaway
0,"i got cat called on the off ramp of the highway by dudes in a truck that was falling apart, i want to fucking scream"
0,"The Ralph Lauren Purple Label Spring Collection, previewed in Milan today #MFW "
0,"Planned Obsolescence Is Why They Don't Make 'Em Like They Used To | 

"
2,highway E in Davidson Co at MM  at : PM / est clear by : PM / (CT
0,A new fundraising project seeks to wipe out school lunch debts in the name of Philando Castile:… 
0,Where do you stay by? Let's chill — north ave and pulaski 
2,"Cleared: Crash in Charlotte on highway south ramp to Exit highway, off-ramp closed. Last updated at ::27PM."
2,highway East bound at now open.
1,"Updated: Crash in Volusia on highway west at Orange Camp Rd, right lanes blocked. Last updated at ::22AM. "
2,Cleared: STALLED VEHICLE highway NB AT OLIVE BLVD CLEARED AT : PM
2,CLEARED: IL Rte - southbound at Cuba Rd is closed due to a crash.
2,highway W in Putnam Co Crash at MM  at : PM / est clear by : PM / (CT
0,. and duo perform a crowd-pleasing rendition of 'Don't Stop' on classroom instruments:… 
1,Eastbound Highway closed near Ontario border after truck hits overpass #Montreal #bhivecan 
2,Cleared: Construction on #NJ56 Both directions from NJ to East of NJ 
0,"“Luxury is a sensibility, an approach to life. It’s about personal style, quality and timeless elegance.” –Ralph La… "
2,One lane of the Causeway EB is now open to traffic. #TrafficAlert
2,Cleared | ROCK Co | Disabled | highway SB | MILE MARKER | Left Lane | 
1,Accident: WB on VA- (Glenns Rd) in Gloucester Co. No lanes closed.:14PM
1,Construction on #FLine BothDir/BothDir from Jackson Hts-Roosevelt Avenue Station to Canal Street Station 
